,AD1_AD2,AD3_AD4,AD5_AD6,Ct1_Ct2,Ct3_Ct4,Ct5_Ct6
AK5,0.08333333333333333,0.03829787234042553,0.06382978723404255,0.030120481927710843,0.07151230949589683,0.06911764705882353
ZZZ3,0.11458333333333333,0.1829787234042553,0.11347517730496454,0.0783132530120482,0.22977725674091443,0.17647058823529413
USP33,0.09375,0.251063829787234,0.0851063829787234,0.09036144578313253,0.18522860492379836,0.1264705882352941
FAM73A,0.041666666666666664,0.13617021276595745,0.07092198581560284,0.060240963855421686,0.11137162954279015,0.09705882352941177
NEXN,0.0,0.07234042553191489,0.028368794326241134,0.012048192771084338,0.01406799531066823,0.013235294117647059
FUBP1,0.14583333333333334,0.11914893617021277,0.09219858156028368,0.04216867469879518,0.1488862837045721,0.10882352941176471
GIPC2,0.0,0.02127659574468085,0.02127659574468085,0.012048192771084338,0.03634232121922626,0.01911764705882353
RP11-386I14.4,0.0,0.03404255319148936,0.0,0.018072289156626505,0.011723329425556858,0.004411764705882353
PTGFR,0.020833333333333332,0.0,0.0,0.0,0.0,0.0014705882352941176
IFI44L,0.020833333333333332,0.06382978723404255,0.0,0.030120481927710843,0.041031652989449004,0.01764705882352941
IFI44,0.041666666666666664,0.06382978723404255,0.0,0.060240963855421686,0.032825322391559206,0.023529411764705882
ADGRL2,0.041666666666666664,0.01702127659574468,0.0070921985815602835,0.018072289156626505,0.032825322391559206,0.025
RP11-475O6.1,0.0,0.07234042553191489,0.028368794326241134,0.018072289156626505,0.01406799531066823,0.01764705882352941
TTLL7,0.5,0.14468085106382977,0.16312056737588654,0.13855421686746988,0.22743259085580306,0.17941176470588235
RP11-486G15.2,0.03125,0.05531914893617021,0.0070921985815602835,0.024096385542168676,0.041031652989449004,0.029411764705882353
PRKACB,0.3020833333333333,0.14893617021276595,0.1773049645390071,0.18072289156626506,0.3223915592028136,0.2338235294117647
RPF1,0.041666666666666664,0.02553191489361702,0.0070921985815602835,0.024096385542168676,0.0246189917936694,0.030882352941176472
GNG5,0.052083333333333336,0.03404255319148936,0.02127659574468085,0.04216867469879518,0.0668229777256741,0.04852941176470588
CTBS,0.010416666666666666,0.01702127659574468,0.03546099290780142,0.018072289156626505,0.02579132473622509,0.023529411764705882
SSX2IP,0.020833333333333332,0.0425531914893617,0.07092198581560284,0.012048192771084338,0.05861664712778429,0.060294117647058824
WDR63,0.020833333333333332,0.00851063829787234,0.02127659574468085,0.0,0.015240328253223915,0.007352941176470588
C1orf52,0.11458333333333333,0.1276595744680851,0.07092198581560284,0.10240963855421686,0.1254396248534584,0.09411764705882353
RP11-131L23.1,0.010416666666666666,0.02127659574468085,0.0070921985815602835,0.12650602409638553,0.11019929660023446,0.10294117647058823
DDAH1,0.17708333333333334,0.2765957446808511,0.36879432624113473,0.5120481927710844,0.7936694021101993,0.6102941176470589
CYR61,0.010416666666666666,0.05106382978723404,0.03546099290780142,0.006024096385542169,0.0738569753810082,0.03529411764705882
ZNHIT6,0.020833333333333332,0.06382978723404255,0.0425531914893617,0.030120481927710843,0.04806565064478312,0.045588235294117645
COL24A1,0.03125,0.02127659574468085,0.0070921985815602835,0.0,0.016412661195779603,0.007352941176470588
ODF2L,0.041666666666666664,0.14042553191489363,0.05673758865248227,0.04819277108433735,0.11723329425556858,0.0661764705882353
CLCA4,0.03125,0.0,0.0070921985815602835,0.0,0.004689331770222743,0.0058823529411764705
SH3GLB1,0.0625,0.09361702127659574,0.0425531914893617,0.04819277108433735,0.09613130128956623,0.075
SEP15,0.08333333333333333,0.13191489361702127,0.06382978723404255,0.0963855421686747,0.0984759671746776,0.1
HS2ST1,0.052083333333333336,0.15319148936170213,0.11347517730496454,0.12048192771084337,0.2309495896834701,0.14411764705882352
LMO4,0.0625,0.10638297872340426,0.10638297872340426,0.03614457831325301,0.10433763188745604,0.06323529411764706
PKN2-AS1,0.020833333333333332,0.01702127659574468,0.0070921985815602835,0.018072289156626505,0.038686987104337635,0.039705882352941174
PKN2,0.125,0.23829787234042554,0.14184397163120568,0.25301204819277107,0.32942555685814773,0.2514705882352941
GTF2B,0.041666666666666664,0.03404255319148936,0.014184397163120567,0.018072289156626505,0.038686987104337635,0.026470588235294117
CCBL2,0.020833333333333332,0.0425531914893617,0.0070921985815602835,0.04819277108433735,0.05744431418522861,0.047058823529411764
LRRC8B,0.07291666666666667,0.03829787234042553,0.02127659574468085,0.018072289156626505,0.03985932004689332,0.030882352941176472
FLJ27354,0.020833333333333332,0.02553191489361702,0.02127659574468085,0.018072289156626505,0.015240328253223915,0.016176470588235296
LRRC8D,0.020833333333333332,0.00425531914893617,0.0070921985815602835,0.0,0.012895662368112544,0.014705882352941176
ZNF326,0.08333333333333333,0.14042553191489363,0.06382978723404255,0.07228915662650602,0.11957796014067995,0.09264705882352942
RP4-665J23.1,0.010416666666666666,0.02553191489361702,0.0070921985815602835,0.018072289156626505,0.021101992966002344,0.008823529411764706
ZNF644,0.07291666666666667,0.2127659574468085,0.09219858156028368,0.12650602409638553,0.29425556858147717,0.2088235294117647
HFM1,0.041666666666666664,0.12340425531914893,0.028368794326241134,0.07228915662650602,0.08206330597889801,0.057352941176470586
TGFBR3,0.11458333333333333,0.2765957446808511,0.18439716312056736,0.10240963855421686,0.21688159437280188,0.17058823529411765
BTBD8,0.010416666666666666,0.059574468085106386,0.03546099290780142,0.05421686746987952,0.08440797186400938,0.0661764705882353
KIAA1107,0.052083333333333336,0.02127659574468085,0.02127659574468085,0.024096385542168676,0.05275498241500586,0.058823529411764705
GLMN,0.020833333333333332,0.13617021276595745,0.02127659574468085,0.03614457831325301,0.09026963657678781,0.0838235294117647
RPAP2,0.07291666666666667,0.23829787234042554,0.12056737588652482,0.10240963855421686,0.20867526377491208,0.14852941176470588
EVI5,0.0625,0.3276595744680851,0.11347517730496454,0.10240963855421686,0.23681125439624853,0.16029411764705884
RPL5,0.15625,0.09361702127659574,0.07801418439716312,0.10843373493975904,0.10433763188745604,0.075
FAM69A,0.08333333333333333,0.28936170212765955,0.1347517730496454,0.18674698795180722,0.21453692848769051,0.15294117647058825
MTF2,0.041666666666666664,0.08936170212765958,0.014184397163120567,0.024096385542168676,0.1324736225087925,0.10588235294117647
TMED5,0.041666666666666664,0.05531914893617021,0.028368794326241134,0.03614457831325301,0.05275498241500586,0.039705882352941174
CCDC18,0.03125,0.0425531914893617,0.028368794326241134,0.024096385542168676,0.04689331770222743,0.04264705882352941
DR1,0.0,0.02553191489361702,0.03546099290780142,0.0,0.022274325908558032,0.022058823529411766
FNBP1L,0.10416666666666667,0.1574468085106383,0.11347517730496454,0.08433734939759036,0.1910902696365768,0.15735294117647058
BCAR3,0.11458333333333333,0.1829787234042553,0.1347517730496454,0.16265060240963855,0.22626025791324736,0.21029411764705883
GCLM,0.03125,0.03829787234042553,0.0425531914893617,0.012048192771084338,0.029308323563892145,0.03235294117647059
ARHGAP29,0.07291666666666667,0.09787234042553192,0.09929078014184398,0.04819277108433735,0.08558030480656506,0.07058823529411765
ABCD3,0.07291666666666667,0.14893617021276595,0.04964539007092199,0.08433734939759036,0.13481828839390386,0.10735294117647058
F3,0.40625,0.3276595744680851,0.5106382978723404,0.35542168674698793,0.4208675263774912,0.4514705882352941
SLC44A3,0.08333333333333333,0.1148936170212766,0.0851063829787234,0.060240963855421686,0.10082063305978899,0.06470588235294118
CNN3,0.2708333333333333,0.32340425531914896,0.2978723404255319,0.21686746987951808,0.268464243845252,0.18529411764705883
ALG14,0.03125,0.06382978723404255,0.07801418439716312,0.04216867469879518,0.07971864009378664,0.05
RP11-57H12.3,0.03125,0.03829787234042553,0.03546099290780142,0.060240963855421686,0.06916764361078546,0.061764705882352944
RP11-286B14.1,0.0,0.0,0.0,0.0,0.0035169988276670576,0.0029411764705882353
PTBP2,0.19791666666666666,0.2723404255319149,0.09929078014184398,0.1686746987951807,0.2989449003516999,0.26029411764705884
DPYD,0.09375,0.11063829787234042,0.0851063829787234,0.07228915662650602,0.13130128956623682,0.08088235294117647
DPYD-AS1,0.0,0.01702127659574468,0.02127659574468085,0.018072289156626505,0.012895662368112544,0.014705882352941176
MIR137HG,0.020833333333333332,0.00425531914893617,0.0,0.0,0.017584994138335287,0.004411764705882353
RP5-1070A16.1,0.0,0.00425531914893617,0.0,0.0,0.0,0.0
SNX7,0.10416666666666667,0.03829787234042553,0.03546099290780142,0.018072289156626505,0.05041031652989449,0.03529411764705882
PLPPR5,0.020833333333333332,0.00425531914893617,0.0,0.012048192771084338,0.012895662368112544,0.010294117647058823
RP5-896L10.1,0.052083333333333336,0.00425531914893617,0.02127659574468085,0.012048192771084338,0.008206330597889801,0.0029411764705882353
PLPPR4,0.010416666666666666,0.01276595744680851,0.0070921985815602835,0.012048192771084338,0.011723329425556858,0.011764705882352941
PALMD,0.0,0.0,0.0,0.0,0.0,0.0014705882352941176
AGL,0.13541666666666666,0.10638297872340426,0.0851063829787234,0.1144578313253012,0.18053927315357562,0.1661764705882353
SLC35A3,0.010416666666666666,0.06808510638297872,0.0,0.030120481927710843,0.04572098475967175,0.026470588235294117
MFSD14A,0.07291666666666667,0.08085106382978724,0.0425531914893617,0.04819277108433735,0.08558030480656506,0.07352941176470588
SASS6,0.041666666666666664,0.02127659574468085,0.0070921985815602835,0.018072289156626505,0.017584994138335287,0.013235294117647059
TRMT13,0.11458333333333333,0.04680851063829787,0.06382978723404255,0.09036144578313253,0.13599062133645956,0.0838235294117647
LRRC39,0.010416666666666666,0.06382978723404255,0.02127659574468085,0.006024096385542169,0.031652989449003514,0.016176470588235296
DBT,0.041666666666666664,0.1276595744680851,0.028368794326241134,0.07228915662650602,0.08323563892145369,0.05588235294117647
RTCA,0.010416666666666666,0.06808510638297872,0.03546099290780142,0.04819277108433735,0.05744431418522861,0.030882352941176472
CDC14A,0.125,0.3702127659574468,0.3262411347517731,0.18072289156626506,0.4361078546307151,0.3220588235294118
EXTL2,0.041666666666666664,0.05531914893617021,0.028368794326241134,0.030120481927710843,0.10550996483001172,0.060294117647058824
SLC30A7,0.03125,0.07659574468085106,0.06382978723404255,0.03614457831325301,0.07151230949589683,0.0661764705882353
DPH5,0.041666666666666664,0.029787234042553193,0.04964539007092199,0.024096385542168676,0.044548651817116064,0.03529411764705882
RP11-421L21.3,0.03125,0.03404255319148936,0.05673758865248227,0.018072289156626505,0.10668229777256741,0.07352941176470588
S1PR1,0.041666666666666664,0.03829787234042553,0.14184397163120568,0.05421686746987952,0.06447831184056271,0.07941176470588235
OLFM3,0.03125,0.00425531914893617,0.0,0.0,0.008206330597889801,0.008823529411764706
COL11A1,0.07291666666666667,0.11063829787234042,0.07092198581560284,0.1927710843373494,0.18757327080890973,0.16176470588235295
RNPC3,0.08333333333333333,0.2553191489361702,0.15602836879432624,0.3192771084337349,0.5123094958968347,0.3073529411764706
AMY2B,0.07291666666666667,0.07234042553191489,0.04964539007092199,0.05421686746987952,0.13481828839390386,0.1
NTNG1,0.020833333333333332,0.23404255319148937,0.03546099290780142,0.1144578313253012,0.1652989449003517,0.11323529411764706
VAV3,0.16666666666666666,0.03404255319148936,0.2127659574468085,0.1144578313253012,0.40211019929660025,0.175
SLC25A24,0.010416666666666666,0.01702127659574468,0.028368794326241134,0.018072289156626505,0.023446658851113716,0.04264705882352941
FAM102B,0.0,0.00425531914893617,0.0070921985815602835,0.012048192771084338,0.026963657678780773,0.013235294117647059
PRPF38B,0.07291666666666667,0.11063829787234042,0.07801418439716312,0.1144578313253012,0.11019929660023446,0.11764705882352941
STXBP3,0.052083333333333336,0.13191489361702127,0.07801418439716312,0.060240963855421686,0.15240328253223914,0.08235294117647059
RP11-475E11.9,0.03125,0.05531914893617021,0.028368794326241134,0.04216867469879518,0.10199296600234467,0.07205882352941176
GPSM2,0.052083333333333336,0.06382978723404255,0.05673758865248227,0.0783132530120482,0.1899179366940211,0.09852941176470588
WDR47,0.0625,0.07234042553191489,0.05673758865248227,0.006024096385542169,0.0492379835873388,0.060294117647058824
TMEM167B,0.03125,0.01276595744680851,0.03546099290780142,0.024096385542168676,0.017584994138335287,0.007352941176470588
KIAA1324,0.010416666666666666,0.03404255319148936,0.0070921985815602835,0.0,0.017584994138335287,0.008823529411764706
SARS,0.041666666666666664,0.06808510638297872,0.0070921985815602835,0.024096385542168676,0.053927315357561546,0.04264705882352941
CELSR2,0.16666666666666666,0.01702127659574468,0.03546099290780142,0.018072289156626505,0.04337631887456037,0.041176470588235294
PSRC1,0.11458333333333333,0.0425531914893617,0.03546099290780142,0.006024096385542169,0.05158264947245018,0.07058823529411765
SORT1,0.4479166666666667,0.17446808510638298,0.18439716312056736,0.08433734939759036,0.1735052754982415,0.1338235294117647
PSMA5,0.010416666666666666,0.02553191489361702,0.02127659574468085,0.006024096385542169,0.035169988276670575,0.01911764705882353
CYB561D1,0.0625,0.01276595744680851,0.014184397163120567,0.006024096385542169,0.008206330597889801,0.01911764705882353
GNAI3,0.041666666666666664,0.05531914893617021,0.028368794326241134,0.03614457831325301,0.038686987104337635,0.039705882352941174
AMPD2,0.07291666666666667,0.03404255319148936,0.0425531914893617,0.04216867469879518,0.044548651817116064,0.051470588235294115
GSTM5,0.09375,0.03404255319148936,0.07092198581560284,0.10240963855421686,0.1910902696365768,0.1264705882352941
GSTM3,0.03125,0.05531914893617021,0.03546099290780142,0.0783132530120482,0.16412661195779601,0.11176470588235295
CSF1,0.10416666666666667,0.09787234042553192,0.04964539007092199,0.05421686746987952,0.04806565064478312,0.051470588235294115
AHCYL1,1.0729166666666667,1.5361702127659576,0.9432624113475178,0.5662650602409639,0.895662368112544,0.8205882352941176
STRIP1,0.03125,0.05106382978723404,0.04964539007092199,0.04216867469879518,0.05509964830011723,0.05
SLC6A17,0.0,0.00851063829787234,0.0,0.012048192771084338,0.007033997655334115,0.011764705882352941
KCNC4,0.07291666666666667,0.02553191489361702,0.0070921985815602835,0.04216867469879518,0.038686987104337635,0.03235294117647059
LAMTOR5,0.10416666666666667,0.05106382978723404,0.03546099290780142,0.09036144578313253,0.11840562719812427,0.09264705882352942
KCNA2,0.052083333333333336,0.05106382978723404,0.03546099290780142,0.04819277108433735,0.06096131301289566,0.06764705882352941
RP11-284N8.3,0.041666666666666664,0.00851063829787234,0.0070921985815602835,0.0,0.0035169988276670576,0.0058823529411764705
CD53,0.010416666666666666,0.00425531914893617,0.0,0.012048192771084338,0.009378663540445486,0.0029411764705882353
LRIF1,0.020833333333333332,0.00425531914893617,0.02127659574468085,0.006024096385542169,0.031652989449003514,0.026470588235294117
DRAM2,0.03125,0.05531914893617021,0.014184397163120567,0.03614457831325301,0.05744431418522861,0.06470588235294118
CEPT1,0.020833333333333332,0.01276595744680851,0.07092198581560284,0.03614457831325301,0.06565064478311841,0.06764705882352941
ATP5F1,0.010416666666666666,0.02553191489361702,0.02127659574468085,0.024096385542168676,0.07033997655334115,0.06911764705882353
TMIGD3,0.052083333333333336,0.02127659574468085,0.0070921985815602835,0.012048192771084338,0.012895662368112544,0.0014705882352941176
RAP1A,0.15625,0.1276595744680851,0.05673758865248227,0.08433734939759036,0.12895662368112543,0.09264705882352942
FAM212B,0.010416666666666666,0.0,0.0,0.018072289156626505,0.012895662368112544,0.014705882352941176
KCND3,0.020833333333333332,0.06808510638297872,0.16312056737588654,0.03614457831325301,0.08440797186400938,0.07794117647058824
RP5-965F6.2,0.07291666666666667,0.06382978723404255,0.1276595744680851,0.07228915662650602,0.05275498241500586,0.11176470588235295
CTTNBP2NL,0.052083333333333336,0.02127659574468085,0.03546099290780142,0.018072289156626505,0.03048065650644783,0.03823529411764706
WNT2B,0.0,0.01276595744680851,0.02127659574468085,0.012048192771084338,0.009378663540445486,0.013235294117647059
ST7L,0.041666666666666664,0.11914893617021277,0.06382978723404255,0.04819277108433735,0.08323563892145369,0.09264705882352942
CAPZA1,0.13541666666666666,0.20851063829787234,0.12056737588652482,0.16265060240963855,0.1910902696365768,0.18088235294117647
MOV10,0.07291666666666667,0.07234042553191489,0.05673758865248227,0.05421686746987952,0.07737397420867527,0.1
RHOC,0.09375,0.09361702127659574,0.0851063829787234,0.018072289156626505,0.08675263774912075,0.07058823529411765
SLC16A1,0.010416666666666666,0.03404255319148936,0.0,0.018072289156626505,0.01875732708089097,0.014705882352941176
SLC16A1-AS1,0.052083333333333336,0.22127659574468084,0.1276595744680851,0.0963855421686747,0.1652989449003517,0.08676470588235294
RP11-31F15.2,0.041666666666666664,0.029787234042553193,0.02127659574468085,0.024096385542168676,0.04220398593200469,0.030882352941176472
LRIG2,0.041666666666666664,0.07659574468085106,0.07092198581560284,0.07228915662650602,0.07971864009378664,0.06470588235294118
MAGI3,0.19791666666666666,0.28085106382978725,0.14893617021276595,0.19879518072289157,0.4630715123094959,0.2676470588235294
PHTF1,0.03125,0.12340425531914893,0.014184397163120567,0.06626506024096386,0.07268464243845252,0.061764705882352944
RSBN1,0.03125,0.0425531914893617,0.03546099290780142,0.03614457831325301,0.03985932004689332,0.039705882352941174
HIPK1,0.03125,0.07234042553191489,0.03546099290780142,0.04216867469879518,0.03634232121922626,0.052941176470588235
TRIM33,0.07291666666666667,0.2851063829787234,0.09219858156028368,0.12650602409638553,0.23563892145369286,0.17941176470588235
BCAS2,0.052083333333333336,0.029787234042553193,0.028368794326241134,0.04216867469879518,0.07268464243845252,0.03529411764705882
DENND2C,0.010416666666666666,0.00851063829787234,0.014184397163120567,0.012048192771084338,0.016412661195779603,0.007352941176470588
CSDE1,0.052083333333333336,0.12340425531914893,0.07092198581560284,0.08433734939759036,0.1254396248534584,0.11470588235294117
SIKE1,0.041666666666666664,0.02553191489361702,0.02127659574468085,0.012048192771084338,0.022274325908558032,0.027941176470588237
NGF,0.010416666666666666,0.0,0.0,0.006024096385542169,0.0023446658851113715,0.004411764705882353
SLC22A15,0.0625,0.11914893617021277,0.14184397163120568,0.05421686746987952,0.12778429073856976,0.07352941176470588
ATP1A1,0.07291666666666667,0.05531914893617021,0.03546099290780142,0.012048192771084338,0.05509964830011723,0.05
IGSF3,0.010416666666666666,0.00425531914893617,0.0,0.0,0.005861664712778429,0.0
TTF2,0.010416666666666666,0.05106382978723404,0.014184397163120567,0.018072289156626505,0.032825322391559206,0.013235294117647059
MAN1A2,0.14583333333333334,0.09361702127659574,0.06382978723404255,0.0783132530120482,0.12661195779601406,0.09117647058823529
GDAP2,0.020833333333333332,0.01276595744680851,0.014184397163120567,0.03614457831325301,0.04806565064478312,0.047058823529411764
WDR3,0.010416666666666666,0.01702127659574468,0.014184397163120567,0.012048192771084338,0.01875732708089097,0.011764705882352941
WARS2,0.010416666666666666,0.05531914893617021,0.02127659574468085,0.030120481927710843,0.07268464243845252,0.045588235294117645
RP11-418J17.1,0.08333333333333333,0.1276595744680851,0.06382978723404255,0.060240963855421686,0.15357561547479484,0.11029411764705882
PHGDH,0.28125,0.14468085106382977,0.0851063829787234,0.12650602409638553,0.13599062133645956,0.08676470588235294
NOTCH2,0.21875,0.3446808510638298,0.1773049645390071,0.18072289156626506,0.33411488862837047,0.24558823529411763
SEC22B,0.08333333333333333,0.059574468085106386,0.02127659574468085,0.03614457831325301,0.07268464243845252,0.04264705882352941
LINC00623,0.0625,0.2,0.11347517730496454,0.09036144578313253,0.06565064478311841,0.08088235294117647
SRGAP2C,0.0,0.04680851063829787,0.028368794326241134,0.006024096385542169,0.032825322391559206,0.026470588235294117
CH17-437K3.1,0.020833333333333332,0.00425531914893617,0.014184397163120567,0.006024096385542169,0.011723329425556858,0.004411764705882353
NBPF15,0.09375,0.08936170212765958,0.1276595744680851,0.08433734939759036,0.07033997655334115,0.05588235294117647
CH17-125A10.2,0.0,0.0,0.0,0.0,0.0011723329425556857,0.0
RP11-289H16.1,0.07291666666666667,0.12340425531914893,0.07092198581560284,0.04216867469879518,0.07737397420867527,0.051470588235294115
SRGAP2B,0.0,0.029787234042553193,0.014184397163120567,0.024096385542168676,0.03634232121922626,0.020588235294117647
GPR89A,0.010416666666666666,0.02553191489361702,0.03546099290780142,0.012048192771084338,0.0492379835873388,0.039705882352941174
RNF115,0.14583333333333334,0.44680851063829785,0.1773049645390071,0.1566265060240964,0.26260257913247365,0.18823529411764706
PIAS3,0.0625,0.05106382978723404,0.04964539007092199,0.05421686746987952,0.044548651817116064,0.054411764705882354
PEX11B,0.020833333333333332,0.08936170212765958,0.0070921985815602835,0.012048192771084338,0.041031652989449004,0.029411764705882353
RBM8A,0.052083333333333336,0.0425531914893617,0.028368794326241134,0.018072289156626505,0.0492379835873388,0.03676470588235294
LIX1L,0.010416666666666666,0.01702127659574468,0.028368794326241134,0.03614457831325301,0.031652989449003514,0.026470588235294117
POLR3GL,0.020833333333333332,0.03829787234042553,0.014184397163120567,0.018072289156626505,0.031652989449003514,0.029411764705882353
TXNIP,0.3333333333333333,0.14893617021276595,0.23404255319148937,0.13855421686746988,0.15240328253223914,0.12794117647058822
NBPF12,0.125,0.1276595744680851,0.1276595744680851,0.12048192771084337,0.12778429073856976,0.12794117647058822
PRKAB2,0.010416666666666666,0.02553191489361702,0.03546099290780142,0.018072289156626505,0.038686987104337635,0.03529411764705882
RP11-337C18.8,0.03125,0.0425531914893617,0.0425531914893617,0.06626506024096386,0.0914419695193435,0.057352941176470586
FMO5,0.03125,0.01702127659574468,0.014184397163120567,0.04216867469879518,0.05509964830011723,0.033823529411764704
CHD1L,0.09375,0.1148936170212766,0.06382978723404255,0.060240963855421686,0.1160609613130129,0.09264705882352942
BCL9,0.03125,0.08085106382978724,0.03546099290780142,0.0783132530120482,0.11840562719812427,0.10588235294117647
ACP6,0.0625,0.1702127659574468,0.07092198581560284,0.0963855421686747,0.10902696365767878,0.09411764705882353
GPR89B,0.020833333333333332,0.05106382978723404,0.0070921985815602835,0.03614457831325301,0.06565064478311841,0.03676470588235294
NBPF11,0.13541666666666666,0.0425531914893617,0.1347517730496454,0.0963855421686747,0.10785463071512309,0.07647058823529412
RP4-565E6.1,0.010416666666666666,0.14893617021276595,0.028368794326241134,0.0963855421686747,0.11957796014067995,0.08088235294117647
LINC01138,0.20833333333333334,0.7063829787234043,0.3262411347517731,0.3493975903614458,0.5463071512309496,0.4102941176470588
RP11-495P10.1,0.0625,0.06382978723404255,0.02127659574468085,0.04216867469879518,0.08792497069167643,0.060294117647058824
NBPF14,0.0625,0.3021276595744681,0.1276595744680851,0.0783132530120482,0.11019929660023446,0.07941176470588235
PDE4DIP,1.2916666666666667,2.2851063829787233,1.0070921985815602,0.9337349397590361,1.1699882766705745,1.0558823529411765
NBPF9,0.07291666666666667,0.04680851063829787,0.05673758865248227,0.05421686746987952,0.05158264947245018,0.033823529411764704
CH17-189H20.1,0.3645833333333333,1.9489361702127659,0.5460992907801419,0.5,0.3516998827667057,0.38235294117647056
NBPF19,0.2708333333333333,0.574468085106383,0.4397163120567376,0.3132530120481928,0.369284876905041,0.34411764705882353
LINC00869,0.010416666666666666,0.10212765957446808,0.0425531914893617,0.04819277108433735,0.12075029308323564,0.061764705882352944
FCGR1A,0.0,0.00851063829787234,0.0,0.0,0.0023446658851113715,0.0014705882352941176
HIST2H2BF,0.020833333333333332,0.01276595744680851,0.02127659574468085,0.012048192771084338,0.029308323563892145,0.014705882352941176
HIST2H2BE,0.08333333333333333,0.03829787234042553,0.028368794326241134,0.04216867469879518,0.0668229777256741,0.027941176470588237
BOLA1,0.0,0.029787234042553193,0.0070921985815602835,0.04216867469879518,0.02813599062133646,0.029411764705882353
SV2A,0.03125,0.029787234042553193,0.014184397163120567,0.018072289156626505,0.031652989449003514,0.033823529411764704
OTUD7B,0.15625,0.3574468085106383,0.2127659574468085,0.12650602409638553,0.20281359906213364,0.16911764705882354
VPS45,0.10416666666666667,0.22127659574468084,0.09929078014184398,0.10843373493975904,0.23798358733880423,0.1323529411764706
PLEKHO1,0.10416666666666667,0.05531914893617021,0.05673758865248227,0.10240963855421686,0.13481828839390386,0.075
APH1A,0.052083333333333336,0.08936170212765958,0.04964539007092199,0.03614457831325301,0.05158264947245018,0.045588235294117645
C1orf54,0.010416666666666666,0.03404255319148936,0.02127659574468085,0.060240963855421686,0.1336459554513482,0.09117647058823529
MRPS21,0.08333333333333333,0.1829787234042553,0.07801418439716312,0.12650602409638553,0.22860492379835873,0.18088235294117647
PRPF3,0.03125,0.13617021276595745,0.0425531914893617,0.04216867469879518,0.10433763188745604,0.06911764705882353
RPRD2,0.09375,0.3148936170212766,0.1347517730496454,0.12048192771084337,0.2790152403282532,0.21323529411764705
TARS2,0.020833333333333332,0.02553191489361702,0.02127659574468085,0.04216867469879518,0.02813599062133646,0.030882352941176472
MCL1,0.11458333333333333,0.07234042553191489,0.04964539007092199,0.05421686746987952,0.0914419695193435,0.08529411764705883
ENSA,0.15625,0.3276595744680851,0.11347517730496454,0.10240963855421686,0.16178194607268465,0.11029411764705882
GOLPH3L,0.041666666666666664,0.04680851063829787,0.02127659574468085,0.006024096385542169,0.035169988276670575,0.026470588235294117
CTSS,0.0,0.01702127659574468,0.014184397163120567,0.0,0.01406799531066823,0.0029411764705882353
ARNT,0.07291666666666667,0.08936170212765958,0.028368794326241134,0.04819277108433735,0.07033997655334115,0.06764705882352941
SETDB1,0.041666666666666664,0.08085106382978724,0.05673758865248227,0.030120481927710843,0.05275498241500586,0.04411764705882353
C1orf56,0.010416666666666666,0.03829787234042553,0.014184397163120567,0.18674698795180722,0.038686987104337635,0.039705882352941174
CDC42SE1,0.09375,0.03404255319148936,0.09219858156028368,0.0963855421686747,0.05041031652989449,0.06323529411764706
MLLT11,0.052083333333333336,0.00425531914893617,0.014184397163120567,0.024096385542168676,0.031652989449003514,0.023529411764705882
GABPB2,0.020833333333333332,0.03829787234042553,0.07092198581560284,0.05421686746987952,0.06447831184056271,0.051470588235294115
SEMA6C,0.041666666666666664,0.01702127659574468,0.02127659574468085,0.012048192771084338,0.010550996483001172,0.01911764705882353
SCNM1,0.0,0.059574468085106386,0.02127659574468085,0.03614457831325301,0.04806565064478312,0.04411764705882353
VPS72,0.03125,0.0425531914893617,0.014184397163120567,0.024096385542168676,0.02579132473622509,0.029411764705882353
PIP5K1A,0.07291666666666667,0.1148936170212766,0.09929078014184398,0.07228915662650602,0.11488862837045721,0.08823529411764706
PSMD4,0.09375,0.05106382978723404,0.028368794326241134,0.08433734939759036,0.05627198124267292,0.03529411764705882
PI4KB,0.03125,0.10212765957446808,0.14184397163120568,0.04216867469879518,0.06447831184056271,0.08823529411764706
SELENBP1,0.041666666666666664,0.13191489361702127,0.1276595744680851,0.07228915662650602,0.25205158264947247,0.27647058823529413
PSMB4,0.08333333333333333,0.03829787234042553,0.0070921985815602835,0.024096385542168676,0.031652989449003514,0.03823529411764706
POGZ,0.4479166666666667,0.5234042553191489,0.2127659574468085,0.3313253012048193,0.5615474794841735,0.36911764705882355
SNX27,0.11458333333333333,0.07234042553191489,0.04964539007092199,0.030120481927710843,0.0668229777256741,0.06911764705882353
CELF3,0.020833333333333332,0.00425531914893617,0.0,0.006024096385542169,0.007033997655334115,0.004411764705882353
THEM4,0.03125,0.059574468085106386,0.05673758865248227,0.024096385542168676,0.07268464243845252,0.039705882352941174
S100A10,0.07291666666666667,0.07234042553191489,0.07092198581560284,0.012048192771084338,0.021101992966002344,0.007352941176470588
S100A11,0.020833333333333332,0.00425531914893617,0.014184397163120567,0.0,0.005861664712778429,0.0029411764705882353
FLG-AS1,0.020833333333333332,0.07234042553191489,0.09929078014184398,0.04819277108433735,0.141852286049238,0.1514705882352941
S100A6,0.16666666666666666,0.3574468085106383,0.2127659574468085,0.0783132530120482,0.12895662368112543,0.06323529411764706
S100A16,0.020833333333333332,0.01276595744680851,0.02127659574468085,0.07228915662650602,0.08206330597889801,0.03676470588235294
S100A13,0.125,0.10212765957446808,0.19148936170212766,0.1144578313253012,0.3376318874560375,0.1338235294117647
